vehiculo_specs_key,ejes,llantas,largo_m,ancho_m,alto_m
5239,2,6,9.98,2.6,3.95
5240,2,6,6.7,2.47,2.7
5241,2,6,7.05,2.3,3.3
5242,2,6,8.15,2.3,2.9
5243,3,10,9.6,2.6,3.25
5244,4,12,10.9,2.6,3.6
5245,3,10,11.27,2.5,3.92
5246,3,10,8.451,2.55,3.05
5247,3,10,8.65,2.5,3.15
5248,4,12,11.75,2.6,3.15
5249,2,6,7.6,2.3,3.3
5250,2,6,9.95,2.6,3.5
5251,4,12,10.036,2.6,3.467
5252,3,10,10.4,2.6,3.3
5253,3,10,9.84,2.6,3.7
5254,3,10,11.3,2.6,3.85
5255,4,12,12.16,2.6,3.55
5256,3,10,10.55,2.6,3.36
5257,2,6,7.45,2.3,3.3
5258,3,10,8.28,2.6,4.1
5259,3,10,10.809,2.6,3.588
5260,4,12,13.0,2.6,4.0
5261,2,6,9.1,2.6,3.25
5262,3,10,7.7,2.55,3.34
5263,3,10,10.15,2.5,3.71
5264,3,10,8.55,2.5,3.4
5265,2,6,10.85,2.55,3.8
5266,2,6,7.2,2.33,3.4
5267,3,10,9.7,2.6,3.642
5268,3,10,8.99,2.57,3.231
5269,3,10,8.635,2.57,2.992
5270,3,10,8.8,2.57,2.992
5271,2,6,6.9,2.45,2.6
5272,2,6,9.07,2.6,3.81
5273,4,14,11.55,2.6,3.85
5274,3,10,8.35,2.6,3.758
5275,4,12,10.8,2.6,4.0
5276,3,10,8.305,2.6,3.85
5277,4,14,11.8,2.6,3.4
5278,3,10,8.7,2.6,4.1
5279,3,10,12.5,2.6,2.8
5280,2,6,9.4,2.55,3.9
5281,3,10,7.8,3.45,2.6
5282,2,6,7.32,2.4,3.7
5283,2,6,7.2,2.6,2.9
5284,2,6,8.3,2.28,3.3
5285,2,6,8.87,2.56,3.21
5286,2,6,7.1,2.25,3.2
5287,2,6,8.4,2.52,3.25
5288,3,10,9.5,2.4,3.2
5289,2,6,8.4,2.25,2.5
5290,2,6,10.0,2.49,2.94
5291,3,10,8.82,2.6,3.64
5292,3,10,9.1,2.4,3.8
5293,2,6,7.7,2.35,3.5
5294,2,6,7.0,2.45,2.9
5295,2,6,9.35,2.49,2.72
5296,2,6,8.84,2.6,3.05
5297,2,6,10.3,2.6,3.6
5298,2,6,8.67,2.44,2.9
5299,2,6,8.73,2.51,2.88
5300,3,10,7.73,2.5,3.35
5301,4,12,12.0,2.6,3.67
5302,2,6,7.3,2.2,3.3
5303,3,10,11.332,2.6,3.77
5304,3,10,7.95,2.6,3.8
5305,2,6,7.8,2.4,3.2
5306,3,10,9.7,2.6,3.97
5307,4,12,11.974,2.6,3.96
5308,4,12,8.997,2.6,3.96
5309,3,10,9.84,2.55,4.0
5310,3,10,9.44,2.55,4.1
5311,2,6,8.1,2.6,3.4
5312,4,12,9.665,2.6,3.49
5313,2,6,7.29,2.25,2.85
5314,2,6,7.35,2.3,3.4
5315,3,10,12.3,2.6,3.6
5316,3,10,10.83,2.6,3.85
5317,4,12,12.274,2.6,3.905
5318,3,10,11.35,2.6,3.7
5319,2,6,10.42,2.3,4.1
5320,3,10,12.0,2.6,3.8
5321,3,10,8.017,2.6,3.665
5322,2,6,7.2,2.25,2.95
5323,2,6,9.0,2.32,3.8
5324,3,10,10.043,2.6,3.7
5325,3,10,11.2,2.6,2.9
5326,4,12,12.4,2.6,3.95
5327,2,4,4.719,1.821,1.694
5328,4,12,10.15,2.55,3.6
5329,3,10,7.8,2.55,3.12
5330,3,10,10.093,2.6,4.1
5331,3,10,10.4,2.6,3.2
5332,2,6,9.65,2.6,3.8
5333,2,6,9.3,2.6,3.2
5334,3,10,9.85,2.6,3.97
5335,2,6,8.1,2.2,2.85
5336,2,6,7.15,2.43,3.2
5337,3,10,8.352,2.6,3.773
5338,2,6,9.53,2.6,3.9
5339,2,6,10.5,2.6,3.55
5340,4,12,8.73,2.6,2.9
5341,2,6,9.18,2.55,3.75
5342,3,10,8.8,2.55,3.55
5343,3,,6.75,2.5,3.657
